"intercept","score_diff","favored_by","secs_remaining","timeout_remaining","timeout_ind","home"
0,0,0,0,0,0,0
0.164785366346479,0.0703627724313619,0.0372588841306744,-0.000552715306002188,0.0140783523636635,-0.0334833095882303,0.0715476621252099
-0.00203726528924608,0.103566528804911,0.0484753318825117,-0.00017069764410407,0.0169753369512052,-0.00312926669339841,0.0541794911167477
0.0247206830381586,0.127470696616481,0.0569278371983023,-0.000165849139317035,0.0135316495556431,-0.0173568763274461,0.0257608650123759
-0.346985516281461,0.146787010701906,0.061721608318714,0.000520171838524692,0.0264613685674433,-0.032131549755877,0.0135491313780487
0.270630685166227,0.162709447006729,0.0653563797673158,-0.000799120760607249,0.0298753545661046,0.0471166000687986,-0.00806071666754375
-0.0721947868493372,0.176213527920987,0.0684500230886197,-0.000104579411268595,0.0322135820212734,0.0301557553602749,0.0141174863288789
0.0324362354521711,0.187570603487928,0.0724403565705986,-0.000164917275698716,0.0187546641569439,-0.000517155194353724,-0.0224324692803355
-0.168102371276372,0.19551408096797,0.0755641002040876,0.000193098956806357,0.0254836495743765,-0.0381052215357487,-0.0132763784950528
-0.153447120664579,0.203349701466268,0.0777442472841941,0.000115830712663766,0.0321780849303526,-0.0414309017167245,-0.0216630283987387
-0.246522693683002,0.209026804972327,0.0790085715750762,0.000163994645686238,0.0475375115934775,0.00760990674377158,-0.0200456926710894
-0.202562944133075,0.214725090241065,0.081702705678538,0.000133759063693655,0.0413266389935987,0.00780846782548768,-0.0154419179948178
-0.0657753742721189,0.220082176382381,0.0832582891539951,-0.000128126067775975,0.035744136040527,0.0229292897638077,-0.0283880767697452
-0.330764021989429,0.225559928102474,0.0837094613192861,0.000528817385633963,0.0287137899663818,0.0239339126787793,-0.0400115092068353
-0.482583684111948,0.228855411719649,0.0844860296911413,0.000749225530777543,0.0394494830744897,-0.00532435287818277,-0.041234640684258
0.0193083402144467,0.232031209142662,0.0866409557139533,-0.000360801245450727,0.0449584467205693,-0.0266780007379888,-0.0231216256489381
0.170445741979411,0.234739522093186,0.0856467550045248,-0.000608877245872299,0.0351928602979892,-0.0520548979751764,-0.00866280107677248
