"intercept","score_diff","favored_by","secs_remaining","timeout_remaining","timeout_ind","home"
0,0,0,0,0,0,0
-0.000257473453159018,0.0770045010713647,0.0740166382012118,-0.000109455383699471,0.021974980799804,-0.0360420689943913,0.196956567228971
-0.056452523262087,0.0992798844969552,0.101662346345233,-8.06963281575831e-05,0.0287548157680184,0.00431758812597939,0.160583760579139
-0.0348956872834251,0.111760479656389,0.117878015949428,-6.21318069605226e-05,0.020372183652466,-0.0190697264261969,0.12021531311393
0.189196492387184,0.119423821737427,0.127454064879167,-0.000195493315882129,0.0255355491690659,-0.0574249423718532,0.0942052854731951
0.421668563168091,0.12383103186677,0.134017189761616,-0.000317173615959559,0.0242668154194689,-0.119569225419705,0.0629725993120742
0.316290128550289,0.125441596812674,0.137347152004553,-0.00025843050324147,0.0236158054547739,-0.0815499329686855,0.0614239941410597
0.4001235614627,0.12794954406397,0.139327832341681,-0.000285285806632821,0.0174143880620097,-0.102149660453371,0.0596894659985735
0.137730252430326,0.12928859773524,0.140927668109921,-0.000145534603365234,0.0233752705579858,-0.0911625593025636,0.0571476376698844
-0.275362116796167,0.129651624132827,0.141449880994611,8.53127032498603e-05,0.0239841749019221,-0.0752605183808779,0.0616890155340716
-0.0980823382858629,0.129565095654751,0.141005070479383,-1.76051062244394e-05,0.0261822477494528,-0.0322575736190747,0.0547692596041156
-0.304017642506298,0.130989079981076,0.140359538922994,0.000103244243173479,0.0204654623889783,-0.0445463982718868,0.0739031410971227
0.14883774091646,0.131543203776882,0.141106762935192,-0.000150406375453863,0.0204062859330396,-0.0834838091876118,0.0585278879254666
-0.19427873525934,0.131254179455437,0.142045292021416,4.31190524839414e-05,0.0216853252881766,-0.0830813673516357,0.0574233950987305
-0.335746437603535,0.13206410078737,0.142397732554956,0.000159427613727245,0.00819527872879782,-0.0692681143464551,0.063853549494212
-0.39270516093796,0.131741313513718,0.141771657072933,0.000171185053769413,0.0175935129868394,-0.073691635742426,0.0620285445775436
-0.0807199614440201,0.132759895733939,0.144622902625773,-2.73233767376524e-05,0.0265851677930936,-0.0615921399081248,0.0330254770626797
-0.110566938993736,0.130669248621673,0.144018175586792,-2.15252211525964e-05,0.0317040370708371,-0.0487776594391642,0.0340359721112941
0.0210659221515539,0.130709071373345,0.144129586868479,-7.41830180264398e-05,0.0233669050275532,-0.0875587353676751,0.0312467138908951
-0.225182516582985,0.130863162348119,0.14453463886993,5.206155658654e-05,0.0321737255358302,-0.0566228883325587,0.0302698133299506
